epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,910.555,0.95364,0.64526,1.54259,0.99204,1,0.995,0.74692,0.88699,0.53427,1.70633,0.004093,0.004093,0.004093
181,915.484,1.05361,0.73327,1.79386,0.99184,1,0.995,0.82758,0.73917,0.51391,1.62307,0.00406,0.00406,0.00406
182,920.443,0.94682,0.65628,1.54345,0.99229,1,0.995,0.75983,0.82717,0.56056,1.67107,0.004027,0.004027,0.004027
183,925.507,0.98644,0.62732,1.6311,0.99239,1,0.995,0.79649,0.80027,0.47064,1.68259,0.003994,0.003994,0.003994
184,930.435,0.97552,0.69778,1.65259,0.99182,1,0.995,0.7913,0.73521,0.4913,1.58127,0.003961,0.003961,0.003961
185,935.398,1.25166,0.87259,2.08716,0.9924,1,0.995,0.79529,0.8399,0.44127,1.63554,0.003928,0.003928,0.003928
186,940.42,1.06261,0.69471,1.75948,0.99214,1,0.995,0.82307,0.66774,0.44266,1.56326,0.003895,0.003895,0.003895
187,945.47,1.11483,0.74001,1.70589,0.99192,1,0.995,0.81468,0.75831,0.4418,1.66672,0.003862,0.003862,0.003862
188,950.426,1.02758,0.66899,1.55623,0.99212,1,0.995,0.79719,0.70768,0.45969,1.61773,0.003829,0.003829,0.003829
189,955.441,0.96574,0.66957,1.58311,0.99137,1,0.995,0.79833,0.73219,0.4846,1.67925,0.003796,0.003796,0.003796
190,960.417,1.0308,0.83018,1.75999,0.86727,1,0.9775,0.71815,0.90572,0.63502,1.79458,0.003763,0.003763,0.003763
191,965.364,1.05278,0.73577,1.88388,0.98197,1,0.995,0.81829,0.7778,0.53912,1.58973,0.00373,0.00373,0.00373
192,970.278,1.12271,0.85041,1.80234,0.98978,1,0.995,0.80288,0.77307,0.47297,1.57186,0.003697,0.003697,0.003697
193,975.149,1.03983,0.83391,1.7617,0.98189,1,0.995,0.82088,0.70299,0.47074,1.50343,0.003664,0.003664,0.003664
194,980.1,0.9813,0.6467,1.65726,0.99035,1,0.995,0.82317,0.75067,0.44055,1.56291,0.003631,0.003631,0.003631
195,985.069,1.02818,0.69512,1.83858,0.99218,1,0.995,0.81275,0.69658,0.42781,1.50557,0.003598,0.003598,0.003598
196,990.072,1.02326,0.73281,1.61395,0.99214,1,0.995,0.79987,0.76356,0.43526,1.55206,0.003565,0.003565,0.003565
197,994.962,0.97063,0.66319,1.6898,0.99283,1,0.995,0.8563,0.70398,0.4355,1.5645,0.003532,0.003532,0.003532
198,1000.08,0.9412,0.62581,1.66082,0.9925,1,0.995,0.80523,0.82922,0.43725,1.63351,0.003499,0.003499,0.003499
199,1005.05,1.03409,0.64138,1.71598,0.99403,1,0.995,0.80507,0.80738,0.46717,1.63619,0.003466,0.003466,0.003466
