epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,61.4627,0.63122,0.44847,0.98263,0.99859,1,0.995,0.83472,0.67873,0.36104,1.04629,0.0011486,0.0011486,0.0011486
45,62.8641,0.66988,0.46607,0.99794,0.99896,1,0.995,0.84448,0.65099,0.34631,1.04787,0.0011288,0.0011288,0.0011288
46,64.2639,0.63011,0.45666,0.96063,0.99853,1,0.995,0.84257,0.64587,0.34568,1.06184,0.001109,0.001109,0.001109
47,65.6089,0.62695,0.4411,0.98545,0.99834,1,0.995,0.83276,0.64017,0.36727,1.07505,0.0010892,0.0010892,0.0010892
48,66.9102,0.6114,0.42099,0.96832,0.99854,1,0.995,0.84292,0.65927,0.37981,1.05942,0.0010694,0.0010694,0.0010694
49,68.2934,0.67789,0.4489,1.00302,0.99862,1,0.995,0.83148,0.65937,0.34226,1.11468,0.0010496,0.0010496,0.0010496
50,69.6594,0.67203,0.45139,0.9798,0.99843,1,0.995,0.83278,0.71821,0.36275,1.14741,0.0010298,0.0010298,0.0010298
51,70.9939,0.62864,0.41734,0.97421,0.99826,1,0.995,0.83179,0.71433,0.35919,1.09345,0.00101,0.00101,0.00101
52,72.3522,0.67085,0.44968,1.01449,0.99839,1,0.995,0.8455,0.63412,0.35969,1.05226,0.0009902,0.0009902,0.0009902
53,73.6973,0.62922,0.4131,0.96806,0.99721,1,0.995,0.84862,0.66546,0.37106,1.08196,0.0009704,0.0009704,0.0009704
54,75.0414,0.62506,0.42781,0.97402,0.99109,1,0.995,0.8409,0.61964,0.41739,1.0627,0.0009506,0.0009506,0.0009506
55,76.3993,0.60937,0.40956,0.97051,0.99598,1,0.995,0.84428,0.58678,0.3913,1.03965,0.0009308,0.0009308,0.0009308
